classifier	best_celltype_new	name	gname	Known Marker	HSC_NO	MPP_NO	LMPP_NO	CLP_NO	pDC_NO	CMP_NO	GMP_NO	MEP_NO	HSC_VIP	MPP_VIP	LMPP_VIP	CLP_VIP	CMP_VIP	GMP_VIP	MEP_VIP	pDC_VIP
BM11	HSC	ENSG00000197959	DNM3	0	8.824046687	8.846291975	8.944402441	8.902705305	8.961608349	8.907643236	8.948152669	8.996764551	1.676198423	1.368833425	0.735269311	0.50411102	0.211970036	0.807993968	1.631339875	0.917908879
BM12	HSC	ENSG00000162896	PIGR	0	2.949150682	3.905857487	3.540114118	3.270133685	3.803020166	3.380639784	3.74263927	3.592562095	1.681172588	1.393783507	0.267515379	0.979155219	0.494574627	0.864095579	0.576420174	0.775370242
BM13	HSC	ENSG00000196071	OR2L13	0	6.892625244	6.960984236	7.058641977	7.10187238	7.06276932	6.960481072	7.145408605	6.971134756	1.482396687	0.762387978	0.651072445	1.009978577	0.794463935	1.829558642	0.688924566	0.557627878
BM14	HSC	ENSG00000015171	ZMYND11	0	6.309692377	6.510271757	6.504801616	6.59402135	6.503410743	6.596969928	6.552577296	6.479104867	1.748459869	0.802428222	0.113975743	0.830357894	0.907876789	0.564221501	0.506105108	0.41784963
BM15	HSC	ENSG00000165633	VSTM4	0	6.047531413	6.410334333	6.293070929	6.23493642	6.317029114	6.266598223	6.396094963	6.337621231	2.018129428	1.109673188	0.062067504	0.53615525	0.256937375	1.222351368	0.493811425	0.722043535
BM16	HSC	ENSG00000148841	ITPRIP	0	3.350407073	4.182184403	3.731861351	4.107983477	3.845532904	4.083352781	4.217736438	3.664798615	1.644515754	1.007369918	0.735021637	0.769370826	0.696381616	1.325552845	0.79064052	0.657276882
BM17	HSC	ENSG00000099204	ABLIM1	0	7.466700817	7.644176403	7.504843849	7.636472965	7.730447304	7.615242404	7.596590717	7.561102653	1.56887619	0.936956283	1.430902231	0.691863915	0.539596079	0.294946083	0.467132156	1.436200251
BM18	HSC	ENSG00000203780	FANK1	0	6.310469311	6.501225944	6.567681547	6.516931071	6.589065379	6.628462216	6.568915332	6.582793971	2.009027657	0.456614542	0.462744497	0.48222921	0.97591272	0.500311793	0.521160412	0.729359674
BM19	HSC	ENSG00000182208	MOB2	0	3.243628849	3.963240847	4.082392912	3.884013535	3.906722819	3.871975567	4.007861988	4.091744947	2.13395417	0.678727636	0.878741616	0.690484157	0.311572403	0.660189926	0.807146421	0.770421203
BM20	HSC	ENSG00000134339	SAA2	0	2.077229463	2.957118886	2.282671017	2.002342561	2.349889324	2.016674782	2.524943036	2.362735781	0.966922691	1.563054113	0.232813599	0.855885346	0.914050442	0.652349248	0.566211275	0.3396458
BM21	HSC	ENSG00000173327	MAP3K11	0	1.469896263	2.143216797	2.712481554	2.859946196	2.783805025	2.299337015	2.787817518	2.860060968	2.325376906	0.996112521	0.709917829	1.10619215	0.607554034	0.952958572	0.939332419	1.033419051
BM22	HSC	ENSG00000110092	CCND1	0	1.540425161	2.733164734	1.923082867	2.094574684	2.377793883	2.031423744	2.231561958	2.28834931	1.456799387	1.708953112	0.718940331	0.53491716	0.316818012	0.327567735	0.431637503	0.491082668
BM23	HSC	ENSG00000137642	SORL1	0	6.78673284	6.86744003	6.898384765	6.944496688	6.88670315	6.944663191	6.868337093	7.102289481	1.256635514	1.013392049	0.399067204	0.794802838	0.468847088	0.478059202	1.956855115	0.983253106
BM24	HSC	ENSG00000151702	FLI1	0	6.125840449	6.351099206	6.409316731	6.508257556	6.400428603	6.330575373	6.362983512	6.267184992	1.944604957	0.498637539	0.760386367	1.494984167	0.196999177	0.295983806	0.772845433	0.959895819
BM25	HSC	ENSG00000151503	NCAPD3	0	5.553939244	5.987735006	5.918004743	5.725268598	5.747174283	5.800142577	5.906408479	5.739524434	2.004002436	1.422163635	1.138470037	0.741763295	0.233649127	1.011704108	0.839881941	0.804430715
BM26	HSC	ENSG00000196876	SCN8A	0	7.374853344	7.591923195	7.499588124	7.47094522	7.561728437	7.595654393	7.443462792	7.568352986	1.618215549	1.092630863	0.305684136	0.617801422	1.172331245	1.085198485	0.88742432	0.652266845
BM27	HSC	ENSG00000167779	IGFBP6	0	0.421594944	1.468183711	0.582243165	0.830873621	1.267242588	1.038093229	0.99323944	1.028821636	1.42441611	1.569940365	1.286425879	0.827410224	0.319458003	0.181206831	0.424650142	0.973172293
BM28	HSC	ENSG00000257390	RP11-762I7.5	0	5.253490878	5.620640352	5.629051745	5.675246006	5.771250825	5.287180305	5.680982736	5.418917285	1.901394886	0.727928019	0.696241253	0.97313869	1.949387003	1.159647499	0.943890749	1.266694027
BM29	HSC	ENSG00000173588	CEP83	0	6.778810421	7.043557951	6.824424431	7.010873635	6.962607265	6.817630662	6.83956065	6.92458276	1.251633706	1.574199269	1.014026688	1.167643024	0.965590015	0.801088805	0.422039786	0.758696131
BM30	HSC	ENSG00000110921	MVK	0	3.039004181	3.746676634	3.575258536	3.625289539	3.368385716	3.766615821	4.017413317	3.588999378	1.651007344	0.860789788	0.330260887	0.531924735	0.717115502	1.738754255	0.356822678	1.060386974
BM31	HSC	ENSG00000139437	TCHP	0	5.498687089	5.802564118	5.740697944	5.906119605	5.704676606	5.623095952	5.738550972	5.798214599	1.684246427	0.84915218	0.144951735	1.274715587	0.740021086	0.104647573	0.578794207	0.91542156
BM32	HSC	ENSG00000111271	ACAD10	0	5.183522267	5.48444265	5.580759114	5.558112214	5.556750528	5.28527266	5.414715772	5.286168464	1.566174808	0.759537702	1.462006559	1.091681552	1.003365916	0.108617417	0.972964414	0.951095292
BM33	HSC	ENSG00000122965	RBM19	0	6.441225247	6.554329301	6.879221824	6.650865503	6.624246726	6.726048201	6.645688602	6.567400006	1.864672591	0.902364699	3.072408229	0.990327182	0.924124056	0.281445776	0.757906291	0.512489979
BM34	HSC	ENSG00000139687	RB1	0	6.9063213	7.194696969	7.011458471	7.023334322	7.086109456	7.078118471	6.988506	6.951602481	1.244296946	1.699367507	0.299175005	0.67903442	0.630407621	0.556243223	0.893943141	0.64321388
BM35	HSC	ENSG00000100938	GMPR2	0	1.232929369	1.542229849	1.813178985	1.78260201	2.537469517	2.000988621	2.248845368	1.892405953	1.693283204	0.825549704	0.263133876	0.429168055	0.414688258	1.201016717	0.151989166	1.446401326
BM36	HSC	ENSG00000175985	PLEKHD1	0	4.861742253	5.348811521	5.038146239	5.131618245	5.169822624	5.00897635	5.151540618	4.918251358	1.214503574	1.571627497	0.355653725	0.508776273	0.463829255	0.519936581	0.998446307	0.570348319
BM37	HSC	ENSG00000183648	NDUFB1	0	1.010370807	1.453003286	1.156873971	1.304807269	1.846790751	1.502865134	2.178647646	1.415094903	1.249057434	0.611903572	1.118863584	0.710457406	0.3895375	2.370203471	0.188003057	0.887227638
BM38	HSC	ENSG00000179364	PACS2	0	4.816381998	5.035200704	5.256517517	5.285391949	5.030790252	5.212190371	5.226174482	5.385321078	1.585154132	0.912359162	0.755282855	0.974232948	0.47358399	0.630806219	1.223615776	1.351035945
BM39	HSC	ENSG00000140464	PML	0	4.399076698	5.004218589	4.94040726	4.830465939	5.159167237	4.931503294	4.983391187	4.838030573	2.171726816	0.693476963	0.333257136	0.632701187	0.287344427	0.587300272	0.255216532	1.147191808
BM40	HSC	ENSG00000059145	UNKL	0	3.604782138	4.022919406	3.943341181	3.895132753	3.940306853	4.438500965	3.898983031	3.854562124	1.140152027	0.636897119	0.471706236	1.044618587	1.740471602	0.301915561	0.452681431	0.763702053
BM41	HSC	ENSG00000103313	MEFV	0	1.859320986	2.857643163	2.408319177	2.809108303	2.541757072	3.396431068	2.850810329	2.452853085	1.77787018	0.73665142	0.71346339	0.648348096	2.008994601	0.766923276	0.463169486	0.682913126
BM42	HSC	ENSG00000175311	ANKS4B	0	3.221153264	3.829005333	3.770059426	4.16033325	3.885303981	4.051734652	3.812539987	3.599095721	1.878821716	0.423524285	0.097971802	1.289100705	1.028310722	0.116249314	0.687591312	0.459200826
BM43	HSC	ENSG00000103319	EEF2K	0	5.266971295	5.462457995	5.676530873	5.60252525	5.405796881	5.536684771	5.589980102	5.584090677	1.755898321	0.859973773	1.406448025	0.821168367	0.222301222	0.678364139	0.486815173	1.207490811
BM44	HSC	ENSG00000176476	CCDC101	0	3.837453171	3.831313993	4.488810752	4.56982116	4.653478755	4.539655276	4.458386163	4.472704254	1.939376496	1.816733538	0.655385177	1.039497354	0.801042708	0.562603474	0.661487591	1.051175929
BM45	HSC	ENSG00000080603	SRCAP	0	3.640741434	4.235353472	4.297709803	4.545614244	4.074798401	3.94781496	4.551766759	4.384406148	1.972254038	0.634462242	0.489390218	1.252619205	1.04492135	1.529863329	0.676359194	1.026822653
BM46	HSC	ENSG00000102870	ZNF629	0	1.171375192	1.650159709	1.286476138	1.558135775	2.632825148	1.521195566	1.926883353	1.242634705	1.214061676	0.679599782	1.135823749	0.851357243	0.426683879	1.010453734	0.984978125	2.062768589
BM47	HSC	ENSG00000132613	MTSS1L	0	2.892991645	3.218993446	3.390902137	3.480821848	3.037069902	3.07171974	3.860575081	3.609981454	1.26145005	0.700262764	0.288897532	0.599433842	0.782178301	1.870896426	0.802692886	1.11467156
BM48	HSC	ENSG00000172530	BANP	0	6.074514906	6.280816402	6.343011347	6.398827576	6.256460799	6.416152788	6.187611342	6.446205282	1.772291541	0.936769047	0.715143909	1.220992777	1.000055568	1.064279057	1.186917593	1.360702703
BM49	HSC	ENSG00000159842	ABR	0	6.42941026	6.523566811	6.555141285	6.778598473	6.657896426	6.718603803	6.512381031	6.756391536	1.608974721	1.06974672	0.864486044	1.624644797	1.006087077	1.06714986	1.304548701	1.118386027
BM50	HSC	ENSG00000070366	SMG6	0	7.047513741	7.171867463	7.082247251	7.360332963	7.187705533	7.226433785	7.061255403	7.283789116	1.489096195	1.044481505	1.190339868	1.974277324	0.655747501	1.367202122	1.170001283	1.333809279
BM51	HSC	ENSG00000257950	P2RX5-TAX1BP3	0	2.810807683	3.57832948	3.991633721	3.37830457	3.658801595	3.054074515	3.501119319	3.685790181	1.836668064	0.648052326	2.038203393	0.773565306	1.296473273	0.416176164	0.678091612	0.834210943
BM52	HSC	ENSG00000108799	EZH1	0	4.023802781	4.323248022	4.759046399	4.675047148	4.71150569	4.658763016	4.689060593	4.676611207	2.142572227	1.132056702	1.044015354	0.916490076	0.477133554	0.791873346	0.472818898	1.031000227
BM53	HSC	ENSG00000012048	BRCA1	0	5.564325006	5.863548014	5.856844298	5.71695607	5.789565813	5.848813937	5.951669425	5.753261273	1.619144616	0.728548374	0.591708904	0.850410414	0.440262792	1.451497343	0.3239705	0.749611108
BM54	HSC	ENSG00000136463	TACO1	0	1.127836503	2.034121637	2.061110104	1.739581988	1.526254226	2.003855901	2.434858157	2.014104688	1.713632434	0.665905825	0.587049168	0.496933938	0.337735184	1.743493112	0.369651067	0.902416266
BM55	HSC	ENSG00000089685	BIRC5	0	1.480516047	2.104654802	1.849787366	2.774377506	2.169267122	2.138517105	2.335978896	2.641200254	1.690201165	0.574817599	1.045960337	1.583936561	0.10200979	0.664750316	1.183809105	0.935492666
BM56	HSC	ENSG00000173821	RNF213	0	5.807735447	6.127388283	6.114018644	6.125780487	6.111196316	6.325025427	6.137322657	6.220744722	2.194258979	0.910671156	0.244932901	0.896580488	1.632208357	0.463951195	0.843959085	1.080062246
BM57	HSC	ENSG00000186765	FSCN2	0	0.557206678	1.082048562	1.429317267	1.341472986	1.45609746	1.162161364	1.848776285	1.08041634	1.697995084	0.742272371	0.580537038	0.552729191	0.590432357	1.956339356	0.488423209	0.612090435
BM58	HSC	ENSG00000214087	ARL16	0	0.261498449	0.493170824	0.673455178	0.970059957	0.515063031	0.514399467	0.401036677	0.306521744	1.018241655	0.497328498	0.865610715	1.644722087	0.378149701	0.737365807	0.841612536	0.796245362
BM59	HSC	ENSG00000132205	EMILIN2	0	5.167664914	5.479021901	5.42652399	5.694860056	5.419226734	5.185915232	5.285886601	5.254794623	1.145310941	0.725014349	0.448503077	1.670367384	1.044424691	0.57116076	0.623029733	0.551603503
BM60	HSC	ENSG00000141622	RNF165	0	6.539454978	6.693999616	6.647382877	6.583354202	6.66139048	6.816981227	6.606138226	6.715640493	1.143671195	0.549243751	0.209511709	0.791557105	1.820249847	0.631830873	0.675068779	0.517479265
BM61	HSC	ENSG00000090339	ICAM1	0	1.730778557	2.883515653	2.36512304	2.232715767	2.423540743	2.512483364	2.427152469	2.855720965	1.580352786	1.369782176	0.491542384	0.760336412	0.517946149	0.388715306	1.096323477	0.649225488
BM62	HSC	ENSG00000105610	KLF1	0	0.147490261	0.318556615	0.999250083	0.54708587	0.446321135	0.434511901	0.676391282	0.343935781	1.313762727	0.812310165	2.435132629	0.573177815	0.563583561	0.842901076	0.625663952	0.70945359
BM63	HSC	ENSG00000105085	MED26	0	4.337359648	4.801409284	4.635678582	4.776278707	4.686287212	4.895662281	4.700643971	4.458281195	1.726700762	1.09321112	0.278274854	0.992550198	1.215303791	0.324236163	1.142717043	1.035991604
BM64	HSC	ENSG00000268790	CTC-429P9.4	0	4.984170015	5.450556983	5.371365151	5.379556654	5.391543946	5.507529617	5.299516891	5.216200246	2.000885997	1.090673688	0.354986072	0.988385705	1.018771841	0.265534931	0.654724767	1.113513286
BM65	HSC	ENSG00000105755	ETHE1	0	2.493063255	3.288898919	3.410074045	3.307479424	3.517961354	3.185064933	2.990368592	3.05167992	1.808992897	0.696172855	0.995491257	0.677233323	0.280580155	0.7372495	0.445614501	0.949464206
BM66	HSC	ENSG00000213626	LBH	0	5.739613628	5.948991798	6.121945117	6.01893777	6.020906361	5.898520191	5.875539284	5.914032023	1.594503502	0.450640483	1.890570443	0.73042387	0.413280197	0.755248612	0.273555131	0.629217115
BM67	HSC	ENSG00000115641	FHL2	0	5.491456185	5.66081189	5.768879769	5.914228791	5.954897156	5.795366805	5.88772566	5.619910096	1.884843098	0.883289836	0.153879588	1.146575039	0.36958208	1.182485176	1.117483942	1.190924704
BM68	HSC	ENSG00000132321	IQCA1	0	6.929572043	6.974253402	7.093323965	7.082938733	7.127905095	7.144652864	7.133055086	7.082139548	1.681840685	1.164677145	0.417190426	0.282851399	0.993092741	1.00309787	0.181093233	0.704128204
BM69	HSC	ENSG00000124831	LRRFIP1	0	6.544538517	6.681481786	6.703261386	6.832960133	6.85496574	6.776493808	6.799917753	6.943500721	1.963654434	0.856560967	0.738779374	0.870449282	0.251971896	0.539341085	1.797961472	0.939383543
BM70	HSC	ENSG00000204099	NEU4	0	0.687493239	1.14031952	0.895433497	1.196214177	1.521751941	1.429208289	1.490344106	1.749915854	1.552224025	0.664304063	1.30120972	0.646399485	0.65520011	0.992456418	1.448846191	0.877700873
BM71	HSC	ENSG00000125971	DYNLRB1	0	2.724728392	3.564324141	3.643442045	3.961723631	3.679876173	3.716078225	3.92694386	3.758844157	2.785814081	0.864020977	0.350706274	1.190496967	0.497925389	1.354831918	0.623321111	0.934992322
BM72	HSC	ENSG00000101445	PPP1R16B	0	5.972471336	6.040409637	6.092503766	6.105630893	6.11150856	6.111426161	6.273744302	6.423091887	1.464903104	0.979893124	0.502146706	0.705809408	0.271466054	1.43633021	2.460407207	0.73797129
BM73	HSC	ENSG00000182871	COL18A1	0	5.114481439	5.345309527	5.490741997	5.491589379	5.667962524	5.48215313	5.379880232	5.221016677	1.646518627	0.837540167	0.662670992	0.967701284	0.513889054	0.566745702	0.955085885	1.340144255
BM74	HSC	ENSG00000100109	TFIP11	0	2.784052298	3.466429197	3.509004014	3.796325231	3.44092836	3.017401592	3.659484347	3.626868219	1.827179295	0.546843129	0.356244622	1.151273005	1.304964763	0.922474834	0.681885762	0.63541998
BM75	HSC	ENSG00000100345	MYH9	0	5.413763248	5.43323694	5.503551942	5.744992039	5.560043155	5.486597065	5.451830003	5.425717774	1.117055015	0.949539165	0.524345229	1.804008475	0.886758466	0.614430123	0.602450244	1.237187509
BM76	HSC	ENSG00000100139	MICALL1	0	2.990468671	3.88300506	3.856061276	3.756406747	4.045644746	4.012459022	3.754044733	3.882603643	2.299709795	0.802341032	0.550060274	0.686891626	0.912728438	0.043037067	0.428358567	0.966035537
BM77	HSC	ENSG00000163520	FBLN2	0	5.48041508	5.766004454	5.65958948	5.789610368	5.75945041	5.843425351	5.879376653	5.680728463	1.8406255	0.590085362	0.710683587	0.756360087	0.920612337	1.464771714	0.413887367	0.904482216
BM78	HSC	ENSG00000163576	EFHB	0	5.580055417	5.706336425	5.628292073	5.679974931	5.640351342	5.680001748	5.734528124	5.99255579	0.869222235	0.154330421	0.717390658	0.290717831	0.179954506	0.424050042	2.26942558	0.546352184
BM79	HSC	ENSG00000144681	STAC	0	7.053157983	7.15725382	7.275845251	7.188043409	7.201009357	7.141793183	7.211265095	7.256508388	1.641087023	0.537958879	1.463048056	0.634732426	0.653061606	0.39740069	0.988339073	0.637457734
BM80	HSC	ENSG00000093167	LRRFIP2	0	6.301686335	6.557638736	6.697698328	6.704183413	6.773764459	6.652646246	6.541083078	6.661904	2.674723384	0.52132413	1.062332625	0.931936285	0.489509638	0.790222855	0.535672297	1.23535486
BM81	HSC	ENSG00000157036	EXOG	0	4.533266638	5.28447809	5.038812079	5.219077241	5.119819445	4.994211683	5.08577137	5.209472793	2.463020845	1.133368375	0.122275462	0.819863694	0.342133293	0.464501035	0.761032571	0.541032655
BM82	HSC	ENSG00000170011	MYRIP	0	8.452747687	8.562987884	8.617768157	8.514388535	8.498817197	8.517652034	8.58701512	8.582806408	1.688206045	0.747518178	1.684326494	0.664335791	0.649461603	0.998772838	1.018961305	0.843328214
BM83	HSC	ENSG00000182983	ZNF662	0	1.498882757	2.377366826	2.746458253	2.507176979	2.748280948	2.166424665	2.749399434	2.890577909	2.217803016	0.473850481	0.919070767	0.427375745	0.784111986	0.955356755	1.093336458	0.74230093
BM84	HSC	ENSG00000163788	SNRK	0	6.444199841	6.505861838	6.621137487	6.67284049	6.583848168	6.538336977	6.692135646	6.781844753	1.562896052	0.990197222	0.220310269	0.91870691	0.67458272	1.15510176	1.793868658	0.874345019
BM85	HSC	ENSG00000160746	ANO10	0	7.878390289	7.932929525	7.965486797	7.998868082	7.968738566	8.058653337	8.05215796	8.066435068	1.692671962	0.851050915	0.439296104	0.736560351	1.120562758	1.238886136	1.221757866	0.536737019
BM86	HSC	ENSG00000144749	LRIG1	0	6.268932635	6.418551842	6.410198864	6.423034971	6.33722435	6.469083135	6.573834805	6.637373009	1.571645815	0.350248116	0.373566271	0.520039461	0.472172802	1.586843969	1.936839618	1.231472403
BM87	HSC	ENSG00000178700	DHFRL1	0	2.831963872	3.835484954	3.743890734	3.42986744	3.235812463	3.785045416	3.62743225	3.236698788	1.920820506	1.106761481	1.088079514	0.37575609	1.040304693	0.701036271	0.810600906	0.726464195
BM88	HSC	ENSG00000114698	PLSCR4	0	5.429289577	5.731987416	5.645539877	5.562063147	5.757926873	5.689684235	5.766482941	5.641762522	1.562476138	0.583342273	0.065376367	0.642539545	0.333786747	0.993508222	0.311057007	0.806694336
BM89	HSC	ENSG00000121879	PIK3CA	0	6.0603038	6.223028039	6.271395565	6.291556742	6.24507156	6.324324738	6.320645959	6.371418406	1.781067325	0.408689542	0.152271664	0.496127766	0.687242348	0.704500403	1.081097614	0.34638235
BM90	HSC	ENSG00000122068	FYTTD1	0	4.805967385	5.070313932	4.95890729	5.082186991	4.910303267	5.28152111	4.989807415	4.911620963	1.136310917	0.635848288	0.4173003	0.647154365	1.904951144	0.090094676	0.714083964	0.928042019
BM91	HSC	ENSG00000138696	BMPR1B	0	8.425395057	8.511576741	8.441557656	8.461342503	8.443184653	8.561104941	8.438032481	8.442713139	1.081337605	0.998877357	0.564352392	0.821989399	1.811928685	0.584844554	0.585784431	0.919864633
BM92	HSC	ENSG00000109452	INPP4B	0	9.363363413	9.389008482	9.436427293	9.450124837	9.491593519	9.487337633	9.471717653	9.488129397	1.742081333	1.223694326	0.609593379	0.703260468	0.891591073	0.653213827	0.866291053	1.159021103
BM93	HSC	ENSG00000133401	PDZD2	0	8.315058673	8.394687769	8.474847274	8.466837483	8.482544777	8.389381536	8.530618664	8.414751489	1.90859473	0.816161605	0.887391812	0.712221084	0.821672586	2.01673629	0.362859126	0.977689619
BM94	HSC	ENSG00000131844	MCCC2	0	5.419646421	5.453390938	5.67724575	5.841755523	5.748847588	5.629110131	5.755820381	5.535511807	1.668577412	1.347767205	0.441965523	1.503507652	0.225333266	1.148787832	0.955303117	0.717945912
BM95	HSC	ENSG00000145687	SSBP2	0	7.911995683	7.923870523	8.008972437	8.019956319	8.156381862	8.058374408	8.079961093	8.055793963	1.657384092	1.640934228	0.349131468	0.671584502	0.530366484	0.989941624	0.538998815	1.547656355
BM96	HSC	ENSG00000124535	WRNIP1	0	2.743811782	3.817501129	3.630478277	3.67010414	3.597466915	3.410072665	3.846764507	3.703456319	2.229817983	0.865946491	0.296056183	0.508025557	0.513231595	1.109963579	0.448928806	0.525071255
BM97	HSC	ENSG00000153162	BMP6	0	6.786568598	6.935704838	6.93240969	6.835761291	6.976848748	6.997191469	7.020840875	7.001532919	1.629915231	0.489315294	0.258818799	1.166411349	0.779011669	1.288078147	0.81536965	0.623427803
BM98	HSC	ENSG00000124523	SIRT5	0	4.425384226	4.943425372	4.849359973	4.76949415	4.916920905	4.829588379	4.847734381	4.80036297	1.939884982	0.909282387	0.374492348	0.594937803	0.214048873	0.46898514	0.152503536	0.761828615
BM99	HSC	ENSG00000026950	BTN3A1	0	2.094350567	3.045558409	3.300992586	3.471397567	3.128249357	2.593819391	3.105207798	3.12135775	2.317019916	0.288287257	1.070456697	1.283662576	1.124150279	0.532024302	0.402232811	0.383336714
BM100	HSC	ENSG00000204420	C6orf25	0	1.320962792	1.494515371	1.913376525	1.386139707	2.258140746	1.34498408	2.278048335	1.716253	1.090025484	0.902745586	0.614260923	1.082647814	1.020110772	1.743780496	0.296696488	1.158396168
BM101	HSC	ENSG00000156564	LRFN2	0	6.979983554	7.172680423	7.213233896	7.063966435	7.182006173	7.120084874	7.184520583	7.1400574	1.944040133	0.70160417	1.258139357	0.917038968	0.486948508	0.797173465	0.350052651	0.810942836
BM102	HSC	ENSG00000112619	PRPH2	0	3.163622174	3.581179214	4.072407908	4.172743832	3.922989492	3.727655356	4.136678912	4.079813381	2.276450668	1.012864302	0.948377737	1.112626361	0.490880995	1.212527415	0.787903064	0.671428354
BM103	HSC	ENSG00000170899	GSTA4	0	2.652293805	3.12701953	3.278410997	3.309522428	3.780944255	3.613167364	3.341854842	3.777216051	1.816792841	0.630096619	0.231850813	0.319783983	0.819509352	0.095138366	1.272465885	1.073939804
BM104	HSC	ENSG00000118412	CASP8AP2	0	4.68376141	4.910150958	5.086116214	4.938656173	4.989216854	5.140541385	4.890988284	5.117517394	1.575101651	0.417368775	0.872522222	0.339625943	1.047737598	0.530913458	0.899246505	0.452513666
BM105	HSC	ENSG00000112761	WISP3	0	3.291197357	3.596992016	3.612087897	3.345223066	3.854318363	3.639882548	4.123049024	3.736375284	1.225544962	0.876308581	0.313024655	1.051450612	0.141270093	1.851125529	0.481487128	0.772706772
BM106	HSC	ENSG00000188580	NKAIN2	HSC	9.763457739	9.821983299	9.831345176	9.865520143	9.853707853	9.815859221	9.82151978	9.844834692	1.678025232	0.921225488	0.443230242	1.339540892	0.266222489	0.135930262	0.479911303	1.340808147
BM107	HSC	ENSG00000164484	TMEM200A	0	5.805780889	5.950681359	5.965781865	6.06546427	6.067813362	6.112079436	6.030034921	6.227676048	1.799559125	0.637544883	0.627926658	0.440436791	0.860534792	0.140918535	1.886426466	0.451483978
BM108	HSC	ENSG00000118491	ZC2HC1B	0	5.760266427	6.006798399	5.985602292	5.837245245	6.042487921	5.907836254	6.057363742	6.006492835	1.634010445	0.795458334	0.380481272	1.048253961	0.426751651	1.164551431	0.495146871	0.715643551
BM109	HSC	ENSG00000241685	ARPC1A	0	4.668291435	5.160774527	5.055576053	4.96809476	4.869408344	5.209403063	5.208098723	5.129101127	1.82632385	0.881653187	0.451797616	0.69733786	1.001805674	1.197730009	0.557417518	1.064263926
BM110	HSC	ENSG00000091732	ZC3HC1	0	3.686170102	4.329440213	4.287369834	4.519503172	4.184168553	4.127175696	4.599436378	4.317644809	2.118435713	0.647342502	0.199270595	1.02559158	0.560330984	1.68330342	0.266610348	0.62635274
BM111	HSC	ENSG00000078579	FGF20	0	1.996711016	2.457685653	2.89472718	2.863404314	3.286804968	2.726450902	2.524437147	2.985506809	1.848775973	0.981848428	0.659596341	0.532677909	0.249050617	0.739592266	0.762376783	1.405155878
BM112	HSC	ENSG00000120915	EPHX2	0	4.775161166	5.357535474	5.278562579	5.204864213	5.28394457	5.435018686	5.211181468	5.358337061	2.540908427	0.915073552	0.394898805	0.549891929	1.24923451	0.35161723	0.77656208	0.725582179
BM113	HSC	ENSG00000197140	ADAM32	0	7.209045395	7.239473403	7.315855407	7.31963222	7.299454161	7.310117329	7.292242973	7.432054773	1.144258724	0.908477417	0.412481994	0.441358825	0.418229819	0.251007152	1.775778425	0.648856927
